country,year,co2,population,surface_km2,co2_per_km2
Canada,2000,566.2610,30891800,9984670,0.0000567130
Canada,2001,558.3600,31213577,9984670,0.0000559217
Canada,2002,563.7290,31535580,9984670,0.0000564595
Canada,2003,580.7920,31836484,9984670,0.0000581684
Canada,2004,579.1630,32132680,9984670,0.0000580052
Canada,2005,572.8550,32440173,9984670,0.0000573735
Canada,2006,568.1730,32759174,9984670,0.0000569045
Canada,2007,591.8890,33092172,9984670,0.0000592798
Canada,2008,575.7700,33449089,9984670,0.0000576654
Canada,2009,542.8110,33826369,9984670,0.0000543644
Canada,2010,554.7340,34196901,9984670,0.0000555586
Canada,2011,563.3200,34555450,9984670,0.0000564185
Canada,2012,564.2210,34922512,9984670,0.0000565087
Canada,2013,568.8540,35293420,9984670,0.0000569727
Canada,2014,566.4690,35634265,9984670,0.0000567339
Canada,2015,565.6440,35962236,9984670,0.0000566512
Canada,2016,558.8720,36353345,9984670,0.0000559730
Canada,2017,569.6030,36808500,9984670,0.0000570478
Canada,2018,579.0790,37294997,9984670,0.0000579968
Canada,2019,582.0250,37782931,9984670,0.0000582919
Canada,2020,526.5820,38171901,9984670,0.0000527390
Canada,2021,540.3120,38454058,9984670,0.0000541142
